WKT,Area
"POLYGON ((0.878899136500258 52.4112388068837,0.870869562557217 52.4033602738192,0.86595311410037 52.3995218678438,0.7957288262394 52.411117991597,0.79657015048093 52.4301635732635,0.809196953587304 52.4433779774451,0.835428352912001 52.4461078351393,0.878899136500258 52.4112388068837))",Brettenham
"POLYGON ((0.906481424517991 52.4461894453206,0.885637109452613 52.4122996617697,0.878899136500258 52.4112388068837,0.835428352912001 52.4461078351393,0.837883042561481 52.4475867616199,0.878107312678637 52.4574663153444,0.906481424517991 52.4461894453206))",Bridgham
"POLYGON ((1.03798494396684 52.8738897802623,1.04107062189982 52.8653956114221,1.00988427625538 52.8591966885762,1.00499461180727 52.8613627448449,1.01051517909203 52.8757583246909,1.03798494396684 52.8738897802623))",Briningham
"POLYGON ((1.0412525249006 52.8779784611188,1.03798494396684 52.8738897802623,1.01051517909203 52.8757583246909,1.0066912636139 52.8826070809315,1.03322555905806 52.8888711064912,1.0412525249006 52.8779784611188))",Brinton
"POLYGON ((0.915977817528699 52.7592791394187,0.911212090491537 52.7474458759461,0.891001505486691 52.7459077065575,0.868262779797206 52.7591235206625,0.889861532858233 52.7693711435637,0.915977817528699 52.7592791394187))",Brisley
"POLYGON ((1.08488294500353 52.8601866760519,1.0935057618566 52.8371290245093,1.05527877039352 52.8268461314413,1.03615292497802 52.8386037315596,1.05229321723233 52.859794407401,1.06958520064521 52.8620056439288,1.08488294500353 52.8601866760519))",Briston
"POLYGON ((1.27116514988491 52.3727588935307,1.27395514287042 52.3646093702802,1.26417453313421 52.3638006068082,1.23243983669087 52.3611706352498,1.2385580299766 52.3838792630648,1.24664869211126 52.385861244086,1.27116514988491 52.3727588935307))",Brockdish
"POLYGON ((1.17800592860527 52.3437456728913,1.17916807005759 52.3317018721228,1.17464753973425 52.329696125345,1.14852019823561 52.3334381337278,1.13260155426902 52.3303116372337,1.1167563869018 52.3372030347644,1.11897713353892 52.3483884119128,1.14403541429789 52.3500118927248,1.14904870077205 52.3557946289091,1.16230671549325 52.3562342779873,1.17800592860527 52.3437456728913))",Brome
"POLYGON ((1.39951867968811 52.5424467110145,1.39639808078073 52.5380519195152,1.3423368259134 52.5243008540581,1.34313654698811 52.5371575747962,1.38057779459253 52.554057108772,1.39951867968811 52.5424467110145))",Brooke
"POLYGON ((1.42734676806418 52.6396713567865,1.4383690344274 52.6270218927545,1.44607542690223 52.6264588441025,1.45535369103853 52.6225263477313,1.45144091903185 52.6153296756547,1.44456701944811 52.612667278237,1.44708467888104 52.6081597476718,1.44612430360202 52.604140111158,1.44489039007638 52.6038103945595,1.43405007226617 52.6113058488161,1.43317294495189 52.6130529421305,1.43644422010495 52.6173433378589,1.43413691663288 52.6192294040936,1.42993005437144 52.6179870594688,1.4265649846283 52.6200010739331,1.41841183903687 52.6215361698031,1.41017270008366 52.6192579732648,1.4058399733395 52.6282981219627,1.42351885104366 52.6405819832526,1.42734676806418 52.6396713567865))",Brundall
"POLYGON ((1.49103470630618 52.6090433210249,1.47891839707852 52.5866291931496,1.47776120175132 52.5844871191605,1.47173600934899 52.5866920087731,1.46660495864466 52.5885692800765,1.45313763026879 52.5934947049972,1.44674838197506 52.60319304006,1.44612430360202 52.604140111158,1.44708467888104 52.6081597476718,1.49037517607414 52.6099717807898,1.49103470630618 52.6090433210249))",Buckenham
"POLYGON ((1.46076352566776 52.4615079396662,1.46526981979799 52.45517552352,1.46025598401476 52.4500113906862,1.4675333431236 52.4376732285675,1.46545698819597 52.4357070641105,1.43139367085661 52.4296849031868,1.42985181779324 52.4311496829138,1.42920285818413 52.455068984613,1.42571494863177 52.4574710559353,1.42549197744349 52.4606187710775,1.42607692554494 52.4608332343818,1.43271055236225 52.463265006083,1.43970758963189 52.4610625811638,1.45632901582411 52.459027165578,1.45744283606102 52.4602576700081,1.46076352566776 52.4615079396662))",Bungay
"POLYGON ((1.13305802263377 52.5104367212932,1.1349411366041 52.4945903082094,1.12874973946869 52.4924202907379,1.11181606601398 52.4949719835429,1.07339060982904 52.507142157255,1.12278309957438 52.5225938161644,1.13305802263377 52.5104367212932))",Bunwell
"POLYGON ((1.07537634857541 52.3436655236477,1.05512332166911 52.3200645338319,1.03520170647223 52.3223248440633,1.02617442005658 52.3277142850178,1.02610130452132 52.3279299711954,1.03043494040709 52.3489075144267,1.07537634857541 52.3436655236477))",Burgate
"POLYGON ((1.69408531302507 52.597122821991,1.67540634144624 52.5772379347886,1.66768322584026 52.5722501391504,1.66440965472061 52.571637699653,1.6526123553449 52.574203909737,1.64756936183893 52.5776584468801,1.64879773499585 52.5805537862986,1.64628483768461 52.5885144315624,1.65518466067731 52.5992317239044,1.68675317489106 52.6061183330991,1.69408531302507 52.597122821991))",Burgh Castle
"POLYGON ((1.31175194703395 52.782772198361,1.31266180008005 52.7778394512651,1.27481691873772 52.7703422609115,1.26437586984469 52.7821612647824,1.27770170127791 52.7926856077972,1.31175194703395 52.782772198361))",Burgh Next Aylsham
"POLYGON ((1.6825863092622 52.4904724246968,1.67648384636881 52.4871988911666,1.67550634137734 52.4836594427308,1.67075992162806 52.4816650269883,1.67138084755431 52.4774214294313,1.66921639640124 52.4760012052312,1.66663937139031 52.4755006049837,1.6670352701504 52.4718246941787,1.66519127069804 52.4683431956633,1.62374720516079 52.4648829435942,1.61876853565364 52.4668104851633,1.61870800582875 52.4772116524927,1.64164161106773 52.4995753817964,1.66468501432433 52.4936404632923,1.67508231125712 52.5001997634241,1.67618397616649 52.4976202598943,1.6824374460107 52.4954622234483,1.6825863092622 52.4904724246968))",Burgh St Peter
"POLYGON ((1.52260095993696 52.6449602051062,1.52437910897462 52.635713761334,1.52349966963982 52.6315397704059,1.50919081690358 52.62663652979,1.47521112367354 52.6347779276583,1.47242180984859 52.6339600183676,1.46809394512402 52.6363115184,1.46760052924414 52.6428522635323,1.47260339646502 52.6519903666587,1.49451863000735 52.6497879216561,1.50976091544705 52.651322846885,1.52260095993696 52.6449602051062))",Burlingham
"POLYGON ((0.691793242965328 52.9419983426923,0.680957973121104 52.9320500600155,0.673827844785036 52.9320185243871,0.67629758954204 52.9688397737859,0.683772955831308 52.9699428411269,0.684061605461332 52.9699854240165,0.686828069087908 52.9703935033034,0.688545147081638 52.9706467519448,0.690429330081941 52.9709246143524,0.704967558904303 52.9730674663933,0.691793242965328 52.9419983426923))",Burnham Deepdale
"POLYGON ((0.747027037657799 52.9416605042787,0.731424687465238 52.9248408866222,0.712904844867933 52.9205049795452,0.680957973121104 52.9320500600155,0.691793242965328 52.9419983426923,0.727956953107841 52.9544093579851,0.747027037657799 52.9416605042787))",Burnham Market
"POLYGON ((0.732001833752151 52.9617502048272,0.732939737886342 52.9590853936828,0.727956953107841 52.9544093579851,0.691793242965328 52.9419983426923,0.704967558904303 52.9730674663933,0.707111562734225 52.9727546453805,0.70940587879053 52.9725225064749,0.711179775526507 52.9722659326681,0.729720324829418 52.9629175423186,0.732001833752151 52.9617502048272))",Burnham Norton
"POLYGON ((0.770901680349976 52.9536506899746,0.732939737886342 52.9590853936828,0.732001833752151 52.9617502048272,0.732065815618867 52.9619596752076,0.732407884619604 52.9630795052719,0.732640803857306 52.9638419821299,0.732742200252234 52.9641738998059,0.753509839911724 52.9696742429633,0.758763201535569 52.970935174328,0.782072854515195 52.97652632662,0.779123190969594 52.9554473389929,0.770901680349976 52.9536506899746))",Burnham Overy Staithe
"POLYGON ((0.770901680349976 52.9536506899746,0.747027037657799 52.9416605042787,0.727956953107841 52.9544093579851,0.732939737886342 52.9590853936828,0.770901680349976 52.9536506899746))",Burnham Overy Town
"POLYGON ((0.788617868562436 52.919830426768,0.731424687465238 52.9248408866222,0.747027037657799 52.9416605042787,0.770901680349976 52.9536506899746,0.788617868562436 52.919830426768))",Burnham Thorpe
"POLYGON ((1.15360595569546 52.4146999231208,1.14915995119709 52.3884758349564,1.14417059194847 52.3848192913682,1.13891762089279 52.3841164706629,1.11342033991291 52.3961493006248,1.12386024723744 52.4189761400168,1.1220162933782 52.4215070618471,1.13672316616125 52.4222440798736,1.15360595569546 52.4146999231208))",Burston
"POLYGON ((1.31998572989413 52.7497838585902,1.31568383944138 52.7373631813117,1.27485752314628 52.7525583768517,1.27439671014794 52.7535907650243,1.30962185648802 52.7619330319472,1.31998572989413 52.7497838585902))",Buxton
"POLYGON ((1.72856257747955 52.6659663320825,1.72898829372641 52.6642684936774,1.72897554667177 52.6640700229436,1.72946612846656 52.6630905904845,1.72986671729588 52.6620503331814,1.72978098447945 52.66156626045,1.73023902444178 52.6612002671767,1.73028608171002 52.6610831798433,1.7303491048063 52.6609263676282,1.73009973896975 52.6606097093526,1.73067244086871 52.6600237555554,1.73012974826949 52.6594133616553,1.72989677918868 52.6587501349735,1.73039292056149 52.657787976447,1.73072037520692 52.657396570501,1.73081335444085 52.6568999321469,1.73174125284864 52.6551308923165,1.73203792110243 52.6544229729279,1.73290091183464 52.6533008084364,1.7344005068988 52.6509412745781,1.73551545606599 52.6495471414281,1.73646014134164 52.6485031780795,1.73701606036085 52.6475931812924,1.7373231766536 52.646893867766,1.73727137731537 52.6462870197304,1.73745754704123 52.6457335050253,1.73758826410373 52.645079504405,1.73845222588145 52.6437143705093,1.73889274518433 52.6426254636371,1.73969901213747 52.6399632199397,1.74029793299609 52.63799713896,1.74048230499048 52.6374233911466,1.74090329098684 52.6364973548298,1.7411001661692 52.6356798172185,1.74156176781136 52.634687534499,1.72468359084102 52.6326330432761,1.7228990600442 52.6319504079957,1.72008732373348 52.6308747333504,1.72062064038958 52.6307140528923,1.72106168333448 52.630511295069,1.72145773045621 52.630300955015,1.72202028361599 52.6297885421732,1.72274042155217 52.6292172014118,1.72304494309257 52.6289737540461,1.7237975894972 52.6284373651293,1.72432272791417 52.6280070742983,1.72442182802637 52.6279282112847,1.72383379563566 52.6277928398931,1.72319721407575 52.6283303166194,1.72274832053676 52.6286142843186,1.72235839213411 52.6288963964712,1.72207242071889 52.6291842342122,1.72200327928293 52.6292403782718,1.72165528328607 52.6294941847747,1.72132888434341 52.6298282669871,1.72098087985354 52.6300820718903,1.7207027781344 52.6302887036528,1.72029274588062 52.6305084757675,1.72006184689437 52.6305865225423,1.71973144233096 52.6268483285561,1.70807047898072 52.6241625946154,1.70729380612173 52.6242665972269,1.70583997193941 52.623648708379,1.70410685900198 52.623249379134,1.67992561812727 52.6144912266884,1.66905476519635 52.6167021753162,1.66855014744604 52.6374993468364,1.67854975186987 52.6489643319018,1.68683587482035 52.6584592964561,1.6934553941069 52.6587264903911,1.70247108698035 52.6604832993644,1.70721329567733 52.6594233518436,1.71186997713339 52.6632399009988,1.7160329388821 52.6703181169756,1.72856257747955 52.6659663320825))",Caister-on-Sea
"POLYGON ((1.31190604843022 52.5984764297769,1.31651206949233 52.5819138024119,1.30814267755585 52.5766307214934,1.29858638124644 52.5773875215943,1.2802157819323 52.5891120053003,1.28334593442811 52.5952064657752,1.28346676669329 52.5952222863795,1.28356766544467 52.5952482670164,1.28360900448703 52.5952678056836,1.28368069713119 52.5953179802574,1.2837111208988 52.5953692998225,1.2837670709228 52.5954262067516,1.28381357041599 52.5954554952839,1.28389162607741 52.5954920025817,1.28395989853561 52.5955161900551,1.284373077029 52.5956099514336,1.28452489236107 52.5956255245476,1.28475248477472 52.5956668749674,1.28533698684866 52.5958197335794,1.28553168876322 52.5958754861592,1.28640210325626 52.5961777928071,1.28710182333535 52.59648843173,1.28721895002152 52.5965535311628,1.28732274445877 52.5966181014213,1.28743760098426 52.5967120437195,1.28752934552902 52.5968129235302,1.28759690244335 52.5969063807759,1.28773816695577 52.5970373630277,1.28786595502913 52.597126448849,1.28793323806038 52.5974528518093,1.28801408316473 52.5976250847542,1.28810502440102 52.5977151939885,1.28836075731056 52.5979545180106,1.28847301473019 52.5980686704495,1.2884838693999 52.5980797081874,1.28867045822251 52.5983029652147,1.28873781301577 52.5983739431178,1.28895668691099 52.5985549313585,1.28908984597061 52.5986564580074,1.28923198424734 52.598759533734,1.28940058815071 52.5988609743996,1.2899464724592 52.5991677786889,1.29009784399576 52.5992166342161,1.29060830375974 52.5993463437866,1.29105586110744 52.5995038822024,1.29128395881345 52.5995712884879,1.2914949482987 52.5997650828917,1.29171736086165 52.5998551309092,1.29175969236691 52.5998969438419,1.31190604843022 52.5984764297769))",Caistor St Edmund
"POLYGON ((1.52783819575136 52.5856120388917,1.52698410203312 52.5685874849294,1.52126037760296 52.5740822969877,1.51436503479907 52.5757746734096,1.50775914313272 52.5688099281129,1.50221529940469 52.5713030185394,1.49244718243234 52.5756944855393,1.4838885571212 52.579540832851,1.48751214494379 52.5809652556401,1.51755422290203 52.5927666814327,1.52783819575136 52.5856120388917))",Cantley
"POLYGON ((0.884396283560152 52.6049977223792,0.902911533649241 52.5925710003619,0.907857773545552 52.5819453844004,0.898852018175565 52.5671304044925,0.883962587356501 52.5640373738341,0.882319024773633 52.5640522859843,0.868551448310996 52.5666344472246,0.872156557484415 52.5707607321639,0.85831402991896 52.5784804793065,0.866788084829358 52.6069304878674,0.884396283560152 52.6049977223792))",Carbrooke
"POLYGON ((1.10171158204193 52.618242211168,1.10771951702533 52.5909658266502,1.10409304767697 52.5900944327668,1.07485273697629 52.5978023937735,1.0638478388597 52.6103812865899,1.06420545686708 52.6110055993895,1.09777429473997 52.6219126618874,1.10171158204193 52.618242211168))",Carleton Forehoe
"POLYGON ((1.12874973946869 52.4924202907379,1.12380001680926 52.4860358222548,1.11934720126382 52.4852454023646,1.12830021874299 52.4746568424162,1.11378906522989 52.4616675159432,1.10174629538656 52.4630411212133,1.09244978866216 52.4804668242129,1.07293641482527 52.4976150734649,1.07205987943171 52.5009521645014,1.07133559771135 52.5021370790176,1.0709513482757 52.5036289442836,1.07339060982904 52.507142157255,1.11181606601398 52.4949719835429,1.12874973946869 52.4924202907379))",Carleton Rode
"POLYGON ((1.68752772293983 52.4752932707633,1.68857399160061 52.4723884256213,1.68906597357212 52.4710390451537,1.69219712688486 52.4683102596316,1.69536637392325 52.4648102280972,1.69231924344872 52.4610023027265,1.69238002887225 52.4593067532538,1.69340932723092 52.4590365980673,1.69480225106677 52.4589216599916,1.6983472138591 52.4593819543839,1.69990749791069 52.4594045082305,1.70164316082519 52.4587313713281,1.70270624967483 52.4579364900969,1.7038828878942 52.4575664246082,1.7056274134581 52.457464131466,1.70650912634653 52.4572936816134,1.70705542951188 52.4567838860386,1.70823355337796 52.4560258168836,1.70961433837296 52.4557682824153,1.71021187821759 52.4545357587069,1.711192092844 52.4541479877015,1.71198264603853 52.4535138240518,1.71293947030861 52.4537619404318,1.71291872240536 52.4538335430626,1.71458693413441 52.4541689544552,1.7183390214352 52.4499051570608,1.71418283722821 52.4494704885265,1.71216674284771 52.4433017136072,1.69533730783083 52.4432548585358,1.69454087426599 52.4414770643374,1.69295241632577 52.441110235268,1.68909304345176 52.4415282795311,1.68657973673554 52.443229507116,1.67886837316906 52.4432066475975,1.66811460761249 52.4525011714875,1.66670033220661 52.4665668102983,1.66519127069804 52.4683431956633,1.6670352701504 52.4718246941787,1.66663937139031 52.4755006049837,1.66921639640124 52.4760012052312,1.67138084755431 52.4774214294313,1.67075992162806 52.4816650269883,1.67550634137734 52.4836594427308,1.67648384636881 52.4871988911666,1.6825863092622 52.4904724246968,1.68285125059736 52.4775466120015,1.68752772293983 52.4752932707633))",Carlton Colville
